,Reporting_Month,Provider,MDT,Service Line,Service Line Code,Source,Source Description,Actual Cost,Actual Activity,POD,POD_Detail,National_POD_Code,revised_national_POD,Contract_Type,PBR FLAG,HRG Code,Revised HRG Code,HRG Desc,Excess bed days,Excess bed day Cost,Drug/Device Name,Highly Specialised,Adhoc_Further_Detail,Annual Plan excl CQUIN,YTD Plan excl CQUIN,YTD Variance,Annual Plan inc CQUIN,Activity Plan,Activity YTD Plan,Unit Price,Marginal Rate,Marginal Threshold,CQUIN,Main Specialty Code,Treatment Function Code,TFC Description,Provider_Code,Provider_Site,Claims_Category,Challenge Amount,POD Level 1,POD Level 2,POD Level 3,POD Level 4,POD Order,Measure,Measure Description,HRG Chapter,HRG Subchapter,NPoc,NPoC_Service,NPoC_Service_Code,Reported_Flag,Flex_Freeze,Drug Category/Device Code,Drug Device Indicator,Order,Type,Provider Tier,Reporting Quarter,CCG_Code,Activity_Type,Challenged_Activity,Source_ID,Report_Flag_Category,RAW_Commissioned_Service_Category_Code,RAW_Organisation_Identifier_Code_Of_Commissioner,Raw_Service_Line_Code,Raw_National_POD_Code,CCG Region Code,CCG Region Name,CCG STP Code,CCG STP Name,Provider Region Code,Provider Region Name,Provider STP Code,Provider STP Name,MFF payment index for _2019/20,PROVIDER TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF XBD DAYS 2021 COST (Z),Variance of 1920 cost,2020/21 MFF,2020/21 STU,2020/21 XBD TARIFF,2020/21 Base HRG,2020/21 STU COST,2020/21 MFF COST,2020/21 TOTAL UNIT COST,2020/21 TOTAL COST INITIAL,2020/21 TOTAL COST FINAL
22,2.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,99.372582,1.0,OPFU,Outpatients - Follow Up,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,99.372582,0.0,0.0,0.0,,,,,107,107,Vascular Surgery,RYJ,RYJ01,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,4.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/580791/388196,Yes,SS,13R,NCBPS30Z,OPFUPSPCL,Y58,South West Commissioning Region,QOX,"Bath and North East Somerset, Swindon and Wiltshire STP",Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,72.56113947863476,0.0,0.0,,0.21191899999999997,0.0,,82.0,0.0,17.377357999999997,99.377358,99.377358,99.377358
23,8.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,8831.55739169,1.0,NEL,Non Elective Inpatients,NEL,NEL,Cost and Volume,Y,YG07A,YG07A,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",0.0,0.0,,No,,0.0,0.0,8831.55739169,0.0,0.0,0.0,,,,,100,100,General Surgery,RYJ,RYJ02,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Vascular Procedures and Disorders and Imaging Interventions,Hepatobiliary and Pancreatic Imaging Interventions,D: Trauma,NEUROSCIENCES,D04,Yes,Flex,,,4.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/627887/452008,Yes,21,13R,NCBPS08O,NEL,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,6694.000000002122,6694.0,3e-09,504.7276000022812,0.21191899999999997,0.0754,267.0,6835.0,515.3589999999999,1557.6807289209996,8908.039728921,8908.039728921,8908.039728924
24,4.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,2161.0533324744,2.0,NEL,Non Elective Inpatients,NELST,NELST,Cost and Volume,Y,AA26E,AA26E,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",0.0,0.0,,No,,0.0,0.0,2161.0533324744,0.0,0.0,0.0,,,,,328,328,Stroke Medicine,RYJ,RYJ02,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Short stay,3.0,SPELL,Finished spell,Nervous System,Nervous System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,4.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/599676/411699,Yes,21,13R,NCBPS08O,NELST,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,819.0000000000001,0.0,0.0,-2394.2474,0.21191899999999997,0.0754,257.0,839.0,63.2606,191.20616409139996,1093.4667640914,2186.9335281828,2186.933528183
25,4.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,759.9308421888,1.0,NEL,Non Elective Inpatients,NELST,NELST,Cost and Volume,Y,AA26F,AA26F,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",0.0,0.0,,No,,0.0,0.0,759.9308421888,0.0,0.0,0.0,,,,,30001,300,General Medicine,RYJ,RYJ01,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Short stay,3.0,SPELL,Finished spell,Nervous System,Nervous System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,4.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/599676/411699,Yes,21,13R,NCBPS08O,NELST,Y61,East of England Commissioning Region,QHG,"Bedfordshire, Luton and Milton Keynes",Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,576.0,0.0,0.0,-1686.5696,0.21191899999999997,0.0754,257.0,590.0,44.486,134.459638634,768.9456386339999,768.9456386339999,768.945638634
26,2.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,99.372582,1.0,OPFU,Outpatients - Follow Up,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,99.372582,0.0,0.0,0.0,,,,,107,107,Vascular Surgery,RYJ,RYJ01,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,4.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/580791/388196,Yes,SS,13R,NCBPS30Z,OPFUPSPCL,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,72.56113947863476,0.0,0.0,,0.21191899999999997,0.0,,82.0,0.0,17.377357999999997,99.377358,99.377358,99.377358
27,2.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,99.372582,1.0,OPFU,Outpatients - Follow Up,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,99.372582,0.0,0.0,0.0,,,,,107,107,Vascular Surgery,RYJ,RYJ01,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,4.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/580791/388196,Yes,SS,13R,NCBPS30Z,OPFUPSPCL,Y61,East of England Commissioning Region,QHG,"Bedfordshire, Luton and Milton Keynes",Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,72.56113947863476,0.0,0.0,,0.21191899999999997,0.0,,82.0,0.0,17.377357999999997,99.377358,99.377358,99.377358
28,2.0,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NWL,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,1589.961312,16.0,OPFU,Outpatients - Follow Up,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,1589.961312,0.0,0.0,0.0,,,,,107,107,Vascular Surgery,RYJ,RYJ02,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,4.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/580791/388196,Yes,SS,13R,NCBPS30Z,OPFUPSPCL,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.226822,72.56113947863476,0.0,0.0,,0.21191899999999997,0.0,,82.0,0.0,17.377357999999997,99.377358,1590.037728,1590.037728
29,8.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,2090.515155,1.0,IP Emergency,IP Emergency,NEL,NEL,Cost and Volume,Y,YA11Z,YA11Z,"Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",0.0,0.0,,No,,0.0,0.0,2090.515155,0.0,0.0,0.0,,,,,329,329,Transient Ischaemic Attack,RJZ,RJZ01,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Vascular Procedures and Disorders and Imaging Interventions,Neurological Imaging Interventions,D: Trauma,NEUROSCIENCES,D04,Yes,Flex,,,5.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/627753/451768,Yes,21,13R,NCBPS08O,NEL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,1616.9898246662742,1617.0,0.0,121.9108574461111,0.19117000000000006,0.0754,267.0,1662.0,125.31479999999999,341.68097031600007,2128.995770316,2128.995770316,2128.995770316
30,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,233.0,1.0,B1A,New outpatient attendances (in ratio) - tariff,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,1070S1,0.0,0.0,233.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ121,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFASPCL,Y56,London,QRV,North West London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,165.97413364602852,0.0,0.0,,0.23812600000000006,0.0,,188.0,0.0,44.767688000000014,232.76768800000002,232.76768800000002,232.767688
31,8.0,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NWL,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,524.862246,1.0,CHEMO,Chemotherapy,UNBCHEMO,UNBCHEMO,Block,Y,SB14Z,SB14Z,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance",0.0,0.0,,No,,0.0,0.0,524.862246,0.0,0.0,0.0,,,,,303,303,Clinical Haematology,RQM,RQM01,,0.0,Other,Unbundled Activities,Chemotherapy (unbundled HRGs beginning SB),Chemotherapy (unbundled HRGs beginning SB),68.0,Number of HRGs,Measure implied by HRG coded,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",Chemotherapy,Z: Other,OTHER,Z02,Yes,Flex,,,12.0,AC,2.0,Q3,,PLCM,Not Raised,PLCM/627753/451298,Yes,SS,13R,NCBPSXXx,CHEMOIP,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.232071,426.00000000000006,0.0,0.0,,0.21640900000000007,0.0,,479.0,0.0,103.65991100000004,582.6599110000001,582.6599110000001,582.659911
32,2.0,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NWL,ADULT SPECIALIST SERVICES FOR PATIENTS INFECTED WITH HIV,NCBPS14A,PLD,PLD,503.917039,1.0,DC,Day Cases,DC,DC,Block,Y,JC43A,JC43A,"Minor Skin Procedures, 13 years and over",0.0,0.0,,No,,0.0,0.0,503.917039,0.0,0.0,0.0,,,,,191,191,Pain Management,RQM,RQM01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,"Skin, Breast and Burns",Skin Procedures,F: Blood and Infection,HIV,F03,Yes,Freeze,,,12.0,AC,2.0,Q1,,PLCM,Not Raised,PLCM/579481/385844,Yes,SS,13R,NCBPS14A,DC,Y58,South West Commissioning Region,QVV,Dorset STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.232071,409.0,409.0,0.0,-48.0,0.21640900000000007,0.0,253.0,419.0,0.0,90.67537100000003,509.67537100000004,509.67537100000004,509.675371
33,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,466.0,2.0,B1A,New outpatient attendances (in ratio) - tariff,OPFASPCL,OPFASPCL,Cost and Volume,Y,WF01B,WF01B,"Non-Admitted Face-to-Face Attendance, First",0.0,0.0,,No,1070S1,0.0,0.0,466.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ121,,0.0,Outpatient,Attendance,First,Single professional,17.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFASPCL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,165.97413364602852,0.0,0.0,,0.23812600000000006,0.0,,188.0,0.0,44.767688000000014,232.76768800000002,465.53537600000004,465.535376
34,8.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2967.48364258,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,2967.48364258,0.0,0.0,0.0,,,,,,130,Ophthalmology,R1H,R1H12,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Flex,,,3.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/628623/452772,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,2467.999942264701,2468.0,0.0,-174.00005773529892,0.19196600000000008,0.0,299.0,2526.0,0.0,484.9061160000002,3010.906116,3010.906116,3010.906116
35,3.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2967.483642578125,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,2967.483642578125,0.0,0.0,0.0,,,,,,130,Ophthalmology,R1H,R1H12,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/591105/401837,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,2467.9999422631417,2468.0,0.0,-174.00005773685825,0.19196600000000008,0.0,299.0,2526.0,0.0,484.9061160000002,3010.906116,3010.906116,3010.906116
36,3.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2967.483642578125,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,,0.0,0.0,2967.483642578125,0.0,0.0,0.0,,,,,,130,Ophthalmology,R1H,R1HKH,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/591105/401837,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,2467.9999422631417,2468.0,0.0,-174.00005773685825,0.19196600000000008,0.0,299.0,2526.0,0.0,484.9061160000002,3010.906116,3010.906116,3010.906116
37,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,6207.4,2.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,1300T5,0.0,0.0,6207.4,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,2467.9999713735224,2468.0,0.0,-174.00002862647762,0.23812600000000006,0.0,299.0,2526.0,0.0,601.5062760000002,3127.506276,6255.012552,6255.012552
38,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3103.7,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,1300T5,0.0,0.0,3103.7,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QRV,North West London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,2467.9999713735224,2468.0,0.0,-174.00002862647762,0.23812600000000006,0.0,299.0,2526.0,0.0,601.5062760000002,3127.506276,3127.506276,3127.506276
39,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,1489.3466043,3.0,IP Elective,IP Elective,DC,DC,Cost and Volume,Y,AA30D,AA30D,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",0.0,0.0,,No,,0.0,0.0,1489.3466043,0.0,0.0,0.0,,,,,400,400,Neurology,RJZ,RJZ01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Nervous System,Nervous System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.202198,383.9975836887867,384.0,0.0,-4058.048998501079,0.19117000000000006,0.0754,257.0,393.0,29.632199999999997,80.79459767400002,503.426797674,1510.280393022,1510.280393022
40,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,330.965912,1.0,IP Elective,IP Elective,DC,DC,Cost and Volume,Y,AA30E,AA30E,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",0.0,0.0,,No,,0.0,0.0,330.965912,0.0,0.0,0.0,,,,,400,400,Neurology,RJZ,RJZ01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Nervous System,Nervous System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,DC,Y59,South East Commissioning Region,QNQ,Frimley Health and Care STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,255.99838907429182,256.0,0.0,-2697.6993323895067,0.19117000000000006,0.0754,257.0,262.0,19.7548,53.863065116000016,335.617865116,335.617865116,335.617865116
41,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,992.897736,3.0,IP Elective,IP Elective,DC,DC,Cost and Volume,Y,AA30E,AA30E,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",0.0,0.0,,No,,0.0,0.0,992.897736,0.0,0.0,0.0,,,,,400,400,Neurology,RJZ,RJZ01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Nervous System,Nervous System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,DC,Y61,East of England Commissioning Region,QH8,Mid and South Essex STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,255.99838907429182,256.0,0.0,-2697.6993323895067,0.19117000000000006,0.0754,257.0,262.0,19.7548,53.863065116000016,335.617865116,1006.853595348,1006.853595348
42,3.0,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NWL,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,143.2,1.0,OPPROCFUP,Outpatient - Procedure - Follow Up,OPPROCFUP,OPPROC,Block,Y,JC43A,JC43A,"Minor Skin Procedures, 13 years and over",0.0,0.0,,No,,0.0,0.0,143.2,0.0,0.0,0.0,,,,,960,110,Trauma & Orthopaedics,RAS,RAS01,,0.0,Outpatient,Procedure,Follow-up,Other,36.0,ATT,Attendance,"Skin, Breast and Burns",Skin Procedures,Z: Other,OTHER,Z02,Yes,Freeze,,,30.0,AC,4.0,Q1,,PLCM,Not Raised,PLCM/589890/399603,Yes,71,Q71,,OPPROCFUP,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.173736,122.0035851332838,0.0,0.0,-334.9964148667162,0.16442599999999996,0.0,253.0,125.0,0.0,20.553249999999995,145.55325,145.55325,145.55325
43,7.0,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NWL,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,143.1958,1.0,OPPROCFUP,Outpatient - Procedure - Follow Up,OPPROCFUP,OPPROC,Block,Y,JC43A,JC43A,"Minor Skin Procedures, 13 years and over",0.0,0.0,,No,,0.0,0.0,143.1958,0.0,0.0,0.0,,,,,110,110,Trauma & Orthopaedics,RAS,RAS01,,0.0,Outpatient,Procedure,Follow-up,Other,36.0,ATT,Attendance,"Skin, Breast and Burns",Skin Procedures,Z: Other,OTHER,Z02,Yes,Freeze,,,30.0,AC,4.0,Q3,,PLCM,Not Raised,PLCM/627306/450335,Yes,71,Q71,,OPPROCFUP,Y56,London,QRV,North West London STP,Y56,London,QRV,North West London Health & Care Partnership (STP),1.173736,122.00000681584275,0.0,0.0,-334.99999318415723,0.16442599999999996,0.0,253.0,125.0,0.0,20.553249999999995,145.55325,145.55325,145.55325
44,3.0,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NWL,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,484.75,1.0,NEL,Non-Elective - Emergency,NEL,NEL,Block,Y,RD20A,RD20A,"Computerised Tomography Scan of One Area, without Contrast, 19 years and over",0.0,0.0,,No,,0.0,0.0,484.75,0.0,0.0,0.0,,,,,300,300,General Medicine,RAS,RAS01,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,Z: Other,OTHER,Z02,Yes,Freeze,,,30.0,AC,4.0,Q1,,PLCM,Not Raised,PLCM/589890/399603,Yes,71,Q71,,NEL,,CCG info not provided,,CCG info not provided therefore STP info unavailable,Y56,London,QRV,North West London Health & Care Partnership (STP),1.173736,412.9974713223417,0.0,0.0,,0.16442599999999996,0.0,,70.0,0.0,11.509819999999998,81.50981999999999,81.50981999999999,81.50982
